id,track,duration_total_min,duration_min,duration_sec,name
0VpyIy8Srg5IKQdRAbDDH1,1,3043.83,50,44,Aufbau West
0VpyIy8Srg5IKQdRAbDDH1,1,3699.1,61,39,Aufbau West
3BROfvQrhLMeUjmhN7728q,3,2858.55,47,39,The Big Empty
3BROfvQrhLMeUjmhN7728q,3,3932.33,65,32,The Big Empty
2LCKANr9pxMaCirs6KCmET,5,3164.35,52,44,Demut und Vergebung
2LCKANr9pxMaCirs6KCmET,5,5225.95,87,6,Demut und Vergebung
7pNWEfC1KKGzxfUz89bkUI,7,2537.05,42,17,Paradiesische Verhältnisse
0gXYUsLxDeuQw8OEmypymL,8,4502.54,75,3,Die Deutsche Sendung
0gXYUsLxDeuQw8OEmypymL,8,5165.26,86,5,Die Deutsche Sendung
7AbvE4XRyPFWq1k1DKB3mT,12,2129.15,35,29,Datenvolumen des Lebens
7AbvE4XRyPFWq1k1DKB3mT,12,3532.64,58,53,Datenvolumen des Lebens
1QmIfh5SveFDe5HZ3Qp2TR,13,3271.33,54,31,Das große Sommerfest
2ddewTuM6IA8sOTNPHqsLy,14,4344.01,72,24,Künstlerische Depression
3YlZ1rnHa5k7Ss6YNXGOgm,16,2887.57,48,8,Barbarische Wochen
3YlZ1rnHa5k7Ss6YNXGOgm,16,3816.61,63,37,Barbarische Wochen
0QXdxczVpd9HXMrdOxnWAD,18,3348.35,55,48,Die blaue Stunde
0QXdxczVpd9HXMrdOxnWAD,18,4465.72,74,26,Die blaue Stunde
5Tw6LRzhEWJ18le5oMXp1p,22,2782.51,46,23,Marzipankartoffeln
5Tw6LRzhEWJ18le5oMXp1p,22,3578.75,59,39,Marzipankartoffeln
5eRTckU7pPjLja8cF9RkFe,23,3316.45,55,16,Das Leben ist ne Ratte
5eRTckU7pPjLja8cF9RkFe,23,3963.07,66,3,Das Leben ist ne Ratte
7oHaasIea4lcGAjU2HhO4t,24,4424.99,73,45,The Show must go on
7oHaasIea4lcGAjU2HhO4t,24,6383.13,106,23,The Show must go on
4HbhwQA3Nr8q4EKMH1CVgM,27,3140.45,52,20,Altern und Würde
4HbhwQA3Nr8q4EKMH1CVgM,27,4629.64,77,10,Altern und Würde
5gS6ID7ZdJkm1v4tMxVeFD,28,4692.75,78,13,Runterfahren
46XY2NG5mxNvk0kWNXibmD,31,4088.89,68,9,1000 ganz legale Steuertricks (Gib dem Hass eine Chance)
46XY2NG5mxNvk0kWNXibmD,31,5211.44,86,51,1000 ganz legale Steuertricks (Gib dem Hass eine Chance)
0RXYcsEafooB4yn89eui2z,32,2371.82,39,32,Der große Sonntagsspaziergang
0RXYcsEafooB4yn89eui2z,32,3101.97,51,42,Der große Sonntagsspaziergang
3TtaANbVgsrsEPN5OtVAwS,34,3436.74,57,17,Konsequenzen
3TtaANbVgsrsEPN5OtVAwS,34,4252.98,70,53,Konsequenzen
5KoqVPiuDSgc5HPQFqpM2h,38,1754.22,29,14,Ordnung ist das halbe Leben
5KoqVPiuDSgc5HPQFqpM2h,38,3029.98,50,30,Ordnung ist das halbe Leben
2Vp3KF5D1VRPpQMg7acwaf,40,3318.9,55,19,Karriereknick
2Vp3KF5D1VRPpQMg7acwaf,40,4883.53,81,24,Karriereknick
6IKL4zi77KaHYIw4sk12UK,42,3268.6,54,29,Gemischte Gefühle
6IKL4zi77KaHYIw4sk12UK,42,4487.18,74,47,Gemischte Gefühle
7oseeBp9mTjm3gooYhOsDj,43,3023.99,50,24,Die große Thailandwoche
7oseeBp9mTjm3gooYhOsDj,43,3623.18,60,23,Die große Thailandwoche
5JCb5SRfqBJxcqIG0k9zGW,44,4496.47,74,56,Tabletten gegen Alles
5Iitevz2Rwy2mJBOewKgyN,47,3968.52,66,9,"Quote, Quote, Quote - das Leben ist gar nicht mal so schlecht"
6PxD8zYTP8GDZYV1KYGFRu,49,2513.42,41,53,Morgenstund hat Jan und Olli im Mund
6PxD8zYTP8GDZYV1KYGFRu,49,3838.2,63,58,Morgenstund hat Jan und Olli im Mund
2pDnDDQ4rfy8qMgB3fsvJA,50,4137.16,68,57,Clickbait
53Z31gHj12iPTGG33UGiXJ,52,3619.05,60,19,Spitten und Biten (mit Ali As)
53Z31gHj12iPTGG33UGiXJ,52,5245.12,87,25,Spitten und Biten (mit Ali As)
7vdsWKtEi8a9YMZkRKCA15,54,3858.31,64,18,Das große Finale (vor der Sommerpause)
4YRCIpJx0gqv7OgDnRJliM,61,4142.02,69,2,Wir hassen Internet
4YRCIpJx0gqv7OgDnRJliM,61,5299.08,88,19,Wir hassen Internet
142xNwxVgA8SSYUS3ToVFj,64,4057.72,67,38,Dornige Probleme
142xNwxVgA8SSYUS3ToVFj,64,5009.16,83,29,Dornige Probleme
5YujRidBLTwk1vxhR4Znlp,66,2172.89,36,13,Drollige Aussichten
5YujRidBLTwk1vxhR4Znlp,66,3394.63,56,35,Drollige Aussichten
0eJTo6dpfYXATja9Rv9rdI,67,4379.44,72,59,Sanft & Sorgfältig
0eJTo6dpfYXATja9Rv9rdI,67,4815.15,80,15,Sanft & Sorgfältig
75e5TPYVNpvjWzzhCX7eti,71,3769.55,62,50,Die ersten Mandarinen
75e5TPYVNpvjWzzhCX7eti,71,4628.94,77,9,Die ersten Mandarinen
1sOo61ATCY7oF6U98z4UOO,75,3542.13,59,2,Endlich wieder Biathlon
1sOo61ATCY7oF6U98z4UOO,75,4521.06,75,21,Endlich wieder Biathlon
72JV8UkooFwhl3pJd2hAxq,77,3297.39,54,57,Zu faul für Sexsucht
72JV8UkooFwhl3pJd2hAxq,77,4605.56,76,46,Zu faul für Sexsucht
6abRWOoRVrEzhfqYOHqXjB,81,3724.52,62,5,Das Jahr des Menschen
6abRWOoRVrEzhfqYOHqXjB,81,4998.63,83,19,Das Jahr des Menschen
7yVSKhq6LTcLwO3ISlSsRj,85,2734.1,45,34,Tiddenundschüps
7yVSKhq6LTcLwO3ISlSsRj,85,3768.37,62,48,Tiddenundschüps
1HW2X0lffQl9MzkSPcORVs,88,3817.62,63,38,Forken im Nacken
3wJH2flYW6cjSKO5YZlI5t,95,3286.18,54,46,Leichte Kost
3wJH2flYW6cjSKO5YZlI5t,95,4793.58,79,54,Leichte Kost
2W4OitoxsU8C2OMtgWoQqw,96,5548.99,92,29,About You
2tddJk4PRmCxqmu28yPTmt,99,3680.73,61,21,Autobiografie
2tddJk4PRmCxqmu28yPTmt,99,4611.42,76,51,Autobiografie
1ZSzlodI09iYXbi8Pxp865,101,3819.78,63,40,Der weiße Hai
1ZSzlodI09iYXbi8Pxp865,101,5044.24,84,4,Der weiße Hai
0k1qBDuUtq0VtUZGK0vXHH,102,2975.11,49,35,Flotter Dreier
0k1qBDuUtq0VtUZGK0vXHH,102,4314.01,71,54,Flotter Dreier
1T0NutAYnlkNSfs8xp78jh,108,5.69,0,6,Die großen 5 Nachbarn
1T0NutAYnlkNSfs8xp78jh,108,812.26,13,32,Die großen 5 Nachbarn
3dGykG9OJN8IDn97d24JfY,121,2759.8,45,60,Leben und Wohnen
3dGykG9OJN8IDn97d24JfY,121,4074.97,67,55,Leben und Wohnen
4ONnZGPZPEUj04wzOMfPwF,130,1574.71,26,15,Firm & Fluffy - Live aus Bochum
3zCNPAXYBG6bUrbs56FI0y,138,4563.87,76,4,"Operetten-Bär, Makkaroni-Bär und Amtsman"
3zCNPAXYBG6bUrbs56FI0y,138,6185.47,103,5,"Operetten-Bär, Makkaroni-Bär und Amtsman"
0TehHoKTkPz5nE5rlhrPZN,140,3598.71,59,59,Sightseeing
3UNq3DtVShyDZSy0iyAQie,146,3306.29,55,6,Geldscheingesichter
3UNq3DtVShyDZSy0iyAQie,146,4170.88,69,31,Geldscheingesichter
4WuJKN8fAoaLHfpUmZLfl1,148,3418.92,56,59,Ehrenhafte Welt
4WuJKN8fAoaLHfpUmZLfl1,148,4323.41,72,3,Ehrenhafte Welt
6Y8qNuR0Igi69wM5G9LJsf,155,4066.96,67,47,Die Mentalisten
6Y8qNuR0Igi69wM5G9LJsf,155,5118.14,85,18,Die Mentalisten
5MCSfco6aqCBSS3d9i9bjD,158,2543.85,42,24,Keine Superlative
5MCSfco6aqCBSS3d9i9bjD,158,3357.79,55,58,Keine Superlative
0INATIlpjti8OHn9kQcgKv,159,3987.98,66,28,Sommerfun mit Olli und Jan
0INATIlpjti8OHn9kQcgKv,159,5114.63,85,15,Sommerfun mit Olli und Jan
3n2bV5i4sFFTVaEiRdPrHj,167,3813.21,63,33,Crunchy
3n2bV5i4sFFTVaEiRdPrHj,167,4940.34,82,20,Crunchy
4o8WUZx9buEHzosl8O37Ce,174,2448.68,40,49,DARÜBER müsst Ihr mal was machen!
4o8WUZx9buEHzosl8O37Ce,174,4166.63,69,27,DARÜBER müsst Ihr mal was machen!
2gBJQILuktYQE0DxEdsUaY,178,3885.43,64,45,What? What? Ursula? What? Squirt!
2gBJQILuktYQE0DxEdsUaY,178,5121.39,85,21,What? What? Ursula? What? Squirt!
3h5Dp5fse5dZQgJUGzu8BR,179,3721.27,62,1,Eine Sendung wie ein Autounfall
3h5Dp5fse5dZQgJUGzu8BR,179,5285.29,88,5,Eine Sendung wie ein Autounfall
0jXBXau0jhOrL1pFWoG2KL,183,4169.37,69,29,Wir sind Vegesack
0jXBXau0jhOrL1pFWoG2KL,183,5689.99,94,50,Wir sind Vegesack
7GaSr9TXCfGE2CLJVaZJ5i,187,857.7,14,18,Auf die Hand - KW 06/2020
7GaSr9TXCfGE2CLJVaZJ5i,187,1839.12,30,39,Auf die Hand - KW 06/2020
0eNGDccVSdYGatS7Tmm32U,190,5219.06,86,59,Ein Fetisch kommt selten allein
1V2oqbTiUJSszPvl27pTMA,192,3012.49,50,12,Fahri Yardim
1V2oqbTiUJSszPvl27pTMA,192,4548.47,75,48,Fahri Yardim
5jQdcp6D6RVW35NoDfGBWd,196,3317.48,55,17,Die Erde hat Fieber
5jQdcp6D6RVW35NoDfGBWd,196,4445.05,74,5,Die Erde hat Fieber
79CDajeGOHb7CX0mzTg6lo,206,1698.92,28,19,Fest & Flauschig Zuhause - 07
79CDajeGOHb7CX0mzTg6lo,206,2684.22,44,44,Fest & Flauschig Zuhause - 07
76PKzgMNgUymEbRvsxDpZP,212,2948.71,49,9,Only Human
76PKzgMNgUymEbRvsxDpZP,212,4228.9,70,29,Only Human
26TddcoBmoWnrae4osV7gC,227,2648.72,44,9,Schlafanzugtag
26TddcoBmoWnrae4osV7gC,227,2877.16,47,57,Schlafanzugtag
26TddcoBmoWnrae4osV7gC,227,4061.46,67,41,Schlafanzugtag
43KRmVdXaP1g2hcG68P6m4,233,635.25,10,35,"SECRET LEVEL! (Bitte niemandem sagen, dass es diese Folge gibt! GEHEIM! TOP SECRET!)"
43KRmVdXaP1g2hcG68P6m4,233,1870.44,31,10,"SECRET LEVEL! (Bitte niemandem sagen, dass es diese Folge gibt! GEHEIM! TOP SECRET!)"
1fm4m21qx5e5XghqjZzT1L,234,3754.65,62,35,Impulse für Aufschwung und Wirtschaft 
1fm4m21qx5e5XghqjZzT1L,234,4744.66,79,5,Impulse für Aufschwung und Wirtschaft 
4GRIjDqGx3j0I3RjIdRjgY,238,1774.59,29,35,Fest & Flauschig Zuhause - 28
4GRIjDqGx3j0I3RjIdRjgY,238,2768.49,46,8,Fest & Flauschig Zuhause - 28
5pE22QgHkshUqxdV9E0bAa,240,3891.46,64,51,Schweineschwarten im Supermarkt
5pE22QgHkshUqxdV9E0bAa,240,5760.32,96,0,Schweineschwarten im Supermarkt
0pCJkPhZbhNVQ58TjHoJAy,243,3874.34,64,34,"Hurra, der Wels geht unter!"
0pCJkPhZbhNVQ58TjHoJAy,243,5292.62,88,13,"Hurra, der Wels geht unter!"
12DY657C4laotHHqvYzvoT,246,3708.86,61,49,Das Geheimnis der Marzipandecke
12DY657C4laotHHqvYzvoT,246,4504.05,75,4,Das Geheimnis der Marzipandecke
3xM8IvBYWEhySV8ze4hy4x,252,4106.57,68,27,Bier & Weißweinschorle
3xM8IvBYWEhySV8ze4hy4x,252,5765.93,96,6,Bier & Weißweinschorle
3IAVCz2VqtzZFMZj5yzk0t,259,3768.68,62,49,"Maske auf, die Trottel kommen!"
3IAVCz2VqtzZFMZj5yzk0t,259,5347.58,89,8,"Maske auf, die Trottel kommen!"
09Nk9TgJFXaNGStNhVstGG,261,4038.38,67,18,Sicherheit geht vor 
09Nk9TgJFXaNGStNhVstGG,261,5086.81,84,47,Sicherheit geht vor 
2Y3KB9KQcrlqpLAREhz0LJ,265,4105.64,68,26,Zwei CIS-Dudes am Arsch
2Y3KB9KQcrlqpLAREhz0LJ,265,4537.71,75,38,Zwei CIS-Dudes am Arsch
3cvovi6KNVNCG0a0FYvrWw,271,4124.65,68,45,Wahn und Infrastruktur
3cvovi6KNVNCG0a0FYvrWw,271,4885.55,81,26,Wahn und Infrastruktur
3DgbIjgFzQrdPMJcfascsT,273,3898.24,64,58,Barfuß auf der Rasierklinge
3DgbIjgFzQrdPMJcfascsT,273,4714.3,78,34,Barfuß auf der Rasierklinge
0QiGoE6Th4HPDSud5MK7T5,275,3733.72,62,14,Hacker und Checker
0QiGoE6Th4HPDSud5MK7T5,275,4678.26,77,58,Hacker und Checker
1BKmQbNM9OiidXYR888qfe,279,3331.17,55,31,ficki ficki licki licki
1BKmQbNM9OiidXYR888qfe,279,4107.63,68,28,ficki ficki licki licki
76ubOUaHtskUfHs9t6f6EN,289,4059.66,67,40,Boomercringe
1dywzdt49nkmFqcsaswqsS,291,7871.84,131,12,Weihnachten zuhause
1dywzdt49nkmFqcsaswqsS,291,8660.9,144,21,Weihnachten zuhause
3wnffbz1WGSBg0oXV4g0rt,292,1491.6,24,52,Best of Fest & Flauschig 2016 - 2020
3uRwIfZBMFL7ltVGtLtoDz,293,4173.41,69,33,Gamechanger für die Fremdenlegion
3uRwIfZBMFL7ltVGtLtoDz,293,5311.99,88,32,Gamechanger für die Fremdenlegion
3aQvaD3IWrzDxiQXAuQfcG,295,3427.13,57,7,Haarriss im Phasenprüfer
3aQvaD3IWrzDxiQXAuQfcG,295,4728.51,78,49,Haarriss im Phasenprüfer
248lB973x7eXBBmpqZG5wd,297,3756.35,62,36,Wir sind immer noch auf Bali
248lB973x7eXBBmpqZG5wd,297,4810.27,80,10,Wir sind immer noch auf Bali
3ZdGRevPEqY6uqQJ5aQqpC,299,4334.57,72,15,Kölle Köpf Geröntgt
3ZdGRevPEqY6uqQJ5aQqpC,299,5389.58,89,50,Kölle Köpf Geröntgt
6Thf8MALuKMLeCWZL08Kvz,301,3589.41,59,49,Müde in die Scheiße reiten
6Thf8MALuKMLeCWZL08Kvz,301,4934.14,82,14,Müde in die Scheiße reiten
0jNjNNJHP1ctUCbYTbuabm,305,3966.73,66,7,Don’t stand so close to me
0jNjNNJHP1ctUCbYTbuabm,305,5809.87,96,50,Don’t stand so close to me
26JRA2opdCRGRtQ2eRukLh,310,932.31,15,32,#BOOMERCRINGE 10
26JRA2opdCRGRtQ2eRukLh,310,1705.9,28,26,#BOOMERCRINGE 10
2PK3YFP7VJAuId2xtuxU0u,311,3176.05,52,56,Am Ende ist es immer das Ego
2PK3YFP7VJAuId2xtuxU0u,311,4815.33,80,15,Am Ende ist es immer das Ego
3aSTai8q2sm4VVqYK83kPl,313,4587.98,76,28,Aufhängen! Alle aufhängen!
3aSTai8q2sm4VVqYK83kPl,313,5970.18,99,30,Aufhängen! Alle aufhängen!
4xpzseCtfprXeDVEWF6woH,322,2221.25,37,1,#BOOMERCRINGE 18
4xpzseCtfprXeDVEWF6woH,322,3439.8,57,20,#BOOMERCRINGE 18
1wiO7eKjWOmLB8havP2Wpw,325,3406.78,56,47,Party im Grill
1wiO7eKjWOmLB8havP2Wpw,325,4633.13,77,13,Party im Grill
1urD7xAFBeBPOrki5op8a7,333,3850.83,64,11,Die Sendung mit der weißen Hose
1urD7xAFBeBPOrki5op8a7,333,4949.17,82,29,Die Sendung mit der weißen Hose
1q2bvQz1v8cykcR5OMdBA5,335,3773.89,62,54,Sonnenstich Balla Balla
1q2bvQz1v8cykcR5OMdBA5,335,5141.21,85,41,Sonnenstich Balla Balla
3agBMxisrIByIBYcpTaTrk,337,3978.66,66,19,Der Wels in der Brandung
3agBMxisrIByIBYcpTaTrk,337,4875.37,81,15,Der Wels in der Brandung
4PKFVfU1ZtDzcLbngHVEHc,339,4400.23,73,20,Keine Risikobegegnung in den nächsten acht Wochen
4PKFVfU1ZtDzcLbngHVEHc,339,5106.5,85,6,Keine Risikobegegnung in den nächsten acht Wochen
3nKdtwcGqPloeH0jp3pMey,342,3954.12,65,54,Heilende Steine und Mixed Pakoras
3nKdtwcGqPloeH0jp3pMey,342,5210.46,86,50,Heilende Steine und Mixed Pakoras
57apxTfXzQLt2k8yT0I1qH,348,3568.05,59,28,Das ist nicht mehr meine Welt / Die aktuelle Wahlsendung
57apxTfXzQLt2k8yT0I1qH,348,4963.81,82,44,Das ist nicht mehr meine Welt / Die aktuelle Wahlsendung
0y13jPDKQyAiB0xzZCnqzN,351,530.45,8,50,#BOOMERCRINGE 40
0y13jPDKQyAiB0xzZCnqzN,351,1921.17,32,1,#BOOMERCRINGE 40
4DWUwQiZ08k0h19czh12FE,353,687.59,11,28,#BOOMERCRINGE 41
4DWUwQiZ08k0h19czh12FE,353,1888.54,31,29,#BOOMERCRINGE 41
4erv3Tfqz7dhfAiX7xDhmG,357,1427.2,23,47,#BOOMERCRINGE 43
4erv3Tfqz7dhfAiX7xDhmG,357,2902.98,48,23,#BOOMERCRINGE 43
4EzkUJfps22tf9g7jVTTjf,359,667.04,11,7,#BOOMERCRINGE 44
4EzkUJfps22tf9g7jVTTjf,359,1858.54,30,59,#BOOMERCRINGE 44
30YB8Oo9wbPUIEwIk5ys7Q,361,262.54,4,23,#BOOMERCRINGE 45
30YB8Oo9wbPUIEwIk5ys7Q,361,1750.84,29,11,#BOOMERCRINGE 45
