id,track,release_date,duration_sec,spotify_url,name,description
7CWfRPC38OrBmm6mfCBBIb,1,2020-12-03,109.949,https://open.spotify.com/episode/7CWfRPC38OrBmm6mfCBBIb,Trailer,Eulen vor die Säue startet am 09.12. - nur für Menschen über 10kg.
